payment_id,ride_id,driver_id,passenger_id,fare,surge_multiplier,payment_method,driver_earnings,uber_commission,transaction_status,payment_date
cac819cd-71c2-4c58-8547-20e1b20d18b4,49edba3e-f4d5-45af-a86b-85d4dacd06b9,4cf72587-4f42-41af-9950-851a770818f6,3d774faa-e663-44fd-96a6-b7a991928189,104.21115808223443,1.5869883125843862,Cash,543.9987014019747,38.12582712536585,Failed,2021-03-05
65490c09-6871-43b1-9f50-4fd27d31f5c4,8c3cb279-b637-4ec6-b7a4-5529adccf4c6,a324a87d-62f4-42ef-af66-f819c19ed9cf,fb087c05-2184-4f38-b47c-ee71ce43986e,113.66453139482327,2.4180412615370246,Credit Card,585.8066652266901,28.005699304781047,Failed,2020-04-19
7f00a3c1-5f6b-4d6b-9d26-3d7c4448d659,52796e17-4e2a-42ef-901f-9245bf52a9f5,14dfc25f-12c8-4404-9c28-30b54d542cb0,f903b81a-41c3-437f-96d8-85097f599bfd,11.884105497730214,1.1360478011483863,Cash,465.74752925919114,5.676428812306975,Pending,2021-04-07
198fd6a6-f121-4f52-9c70-f6eac79f70d5,4d9d2189-48fc-407d-a34f-ed86aec7f428,d841fa68-826d-42dc-ab1b-b0532cbf54cf,174b2d35-c4ef-40f7-bf70-30c61810d63e,70.61409569985125,1.0994510149689802,Credit Card,603.4225427902963,39.7504769075361,Pending,2022-06-14
36a7a569-2231-486d-8f90-0a1eb27e09b5,f44113c2-9777-4d2e-b9f0-8e2c0136e331,7c372422-4915-4e5f-8acf-c8aaba2cc866,c3acfb28-202b-4747-9922-b187893aa86c,,1.1117420640576383,Credit Card,692.6481690387308,10.53070337714414,Pending,2022-09-17
7ade3993-1a1e-434e-acbf-7c6e605abfe8,4c93369d-e334-46e0-b28b-d7a07032f811,d091d33e-52f3-4c6d-8918-06613b80e2d2,2f34063c-7415-409b-b4bd-f43c45b62a00,61.050635931587436,2.9721614383984694,Cash,769.0480293321085,3.964424174487947,Completed,2020-09-03
1e0c7234-593a-46c3-8ab2-df12570ce7f8,24628bfc-9754-4395-b624-8070a75e6bf7,4783e5da-f0c8-493e-80be-0db8ca62a722,07122588-b596-44ca-aa80-f12c806794e6,84.46690605224718,2.8469639562041076,Credit Card,990.4816204151065,45.195799419763006,Pending,2022-09-08
f7c98434-2449-4670-b4bd-d63adc895541,8554ed5b-747d-442b-990a-984fc9b6a2a5,f6c49bed-1c29-4d8d-a2d7-b03c198bbde9,057deda3-0699-4bea-b871-1e07e8075ff0,131.2227482871076,2.666329310386778,Cash,865.1189249395192,13.873310867046552,Pending,2022-05-07
bcdcc94b-e347-4746-887e-ee8f3cfb66b1,f2dea08b-dd45-4818-b385-792ac9ca0edb,07b7dae4-5e56-4693-bafe-82b87522a43e,304cf800-2409-415e-81ee-ec872e16eeb0,,1.63931145465325,Credit Card,847.957791553789,30.511558765664056,Failed,2022-12-18
ffb4e3e7-08e3-4d54-b326-8acc2572a8fc,f71c05db-6a96-4d63-b4ae-b09ef957e8c7,26f15086-215e-4a19-8f99-5b63673e9bf8,5fc26f23-9391-45ca-8299-b0711efbefd2,38.3937941688998,2.84419106749378,Credit Card,697.0702940744238,7.516227025702387,Failed,2023-06-04
e9ec9b6f-9199-4a3a-a939-6cdaa78e4b79,5603b9a8-824c-433d-8f78-241fe500057c,a3a1a9c2-2252-4080-a250-f1a0bfe8c884,fb07f5f4-d0d0-4e6f-9da9-c16ba2f9e539,38.09478472562428,2.58624770146017,Credit Card,512.8761036597994,23.39348146688144,Pending,2020-07-30
f73139d8-51c8-49e4-aaa4-ee620e25ea03,b1fbaf1f-920e-4c61-bcf2-79b54de12dff,55fcc4ca-55e8-4fd9-ba00-58e7d8d3bb09,f4a9840d-3789-4587-8f2b-1796f34c6dd0,196.09726126042014,1.1961252522044088,PayPal,879.3198384249952,48.18522308543932,Pending,2022-08-07
e7b67b96-280b-4699-b647-d3b4d9b4a7b3,0632a42f-aca6-457c-b322-3bd904d5a333,b354654d-4c9f-4c5e-a7b6-d12606795faf,5cfd3d47-7f15-446a-ac88-6e388168ccd6,150.24067458485388,2.1118954915528914,Credit Card,666.0896662341345,12.24913486434872,Completed,2023-11-09
e075fbb5-3752-4b07-81d9-be2283834f30,1629dee0-c51f-4ece-b650-8ed90463d82b,1f5bd528-0c57-481d-b9c7-ec030e08cf19,766b2910-e51d-45ca-b20b-cc3e4aea3044,37.27828183400917,2.9574093968963444,Cash,786.4417894801009,24.234503374855592,Completed,2022-08-30
4fe2652c-6299-4198-af0c-3090d0795a3d,45fe7a3f-6c72-44e7-87a2-d4e5ac37c750,c1dcd8e5-c89b-4b25-8c36-5b20137f3eac,bd92845f-2bca-4776-9dde-355d779a8cd4,47.293759942531985,1.2632114269318342,PayPal,495.87775918692654,14.09339869973826,Completed,2023-04-26
3524205b-ced1-4203-b84a-49ece646f2a9,26316136-96d7-4386-a7b9-3403a68bbf48,4b68c6e9-6785-4255-b69a-390cfae595ba,069c9bd7-4b98-44fd-b1c7-59dfdacd9938,21.700788209622146,1.0759271792190404,Credit Card,828.130000735252,28.008035054143647,Failed,2024-01-24
056500c0-3af9-49ed-beaf-208e6bc494be,2a89649f-fbae-4e69-9bf8-ee3d95ca5a3e,bf4e2522-ae52-49d0-b9ba-4e1100f7bc0c,4cb9ef97-0976-4438-b22d-a53fd316fa2c,193.70480296757617,2.977956407143446,Credit Card,575.0821899264226,19.130484262627064,Completed,2024-07-28
